"video_id","titulo","canal","pais_id","fecha_publicacion","fecha_snapshot","vistas","likes","comentarios","duracion_min","categoria_id"
"MYvx_BiRmnY","Kali Uchis - Muévelo (Letra) actualiza ma actualiza","Cupid Recordings",3,"2026-01-12","2026-01-15",67956,691,6,"2.13",22
"f3Dzh0ApfT4","FUI ADOPTADO POR UNA FAMILIA POBRE en BROOKHAVEN","SoyWelix",3,"2026-01-14","2026-01-15",109639,1392,64,"13.22",22
"WsYsNoNjbaw","Character Trailer - ""Columbina: To Where She Flies"" | Genshin Impact #GenshinImpact #Columbina","Genshin Impact",3,"2026-01-13","2026-01-15",1074636,144220,7326,"3.8",20
"3l_L4w7D-DI","El Mero","El Sobrino - Topic",3,"2026-01-13","2026-01-15",7060,326,25,"1.85",10
"H8F_2dLdYv4","Escapa del TSUNAMI para Conseguir BRAINROTS en Roblox!","Dagar Roblox",3,"2026-01-14","2026-01-15",246114,3200,347,"20.23",20
"3kDMsvHIvqM","😱FECHA CONFIRMADA😱 ¿Cuando sale el TRÁILER OFICIAL COMPLETO de AVENGERS: DOOMSDAY?","Strip Marvel I Marvel, DC & Superhéroes",3,"2026-01-14","2026-01-15",23819,1691,63,"8.6",1
"HJgdT15UT4k","LNGSHOT - [Moonwalkin'] Official Music Video","MORE VISION",3,"2026-01-13","2026-01-15",1410070,126602,9854,"3.58",24
"lCrb-Q3Cm_A","Me Hice pasar por Un BEBÉ HÁMSTER OP en Minecraft!","Awita",3,"2026-01-13","2026-01-15",460435,7898,738,"32.33",20
"rn_CqgpkkBo","AVENGERS: DOOMSDAY (2026) | Dr Strange Trailer | Marvel Comics | Concept","TeaserCon",3,"2026-01-14","2026-01-15",95885,1487,39,"1.2",1
"nPYNpra2xcM","Feid, ATL Jacob - LUNA (LETRA)","FlowVerso",3,"2026-01-12","2026-01-15",354050,363,2,"3.25",10
"QaExx1c-Ok8","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Fridonic",3,"2026-01-14","2026-01-15",943548,4889,20,"0.93",20
"rF09C9zXnfs","ONE PIECE: Temporada 2 | Avance oficial | Netflix","Netflix Latinoamérica",3,"2026-01-12","2026-01-15",291688,13713,934,"1.83",24
"Vu4jcFWMIAM","Shakira - Antología (Letra/Lyrics)","Café y Vinilos",3,"2026-01-13","2026-01-15",193724,253,11,"4.25",10
"lSX_39WipbE","Mis Amigos Dividieron la ISLA por la MITAD en Minecraft!","Dagar",3,"2026-01-13","2026-01-15",914916,11422,603,"25",20
"zKvDEzTGqCo","My Singing Monsters - What’s the Werd? (Official “Mysterious Werdo” Trailer)","My Singing Monsters",3,"2026-01-14","2026-01-15",152147,8655,4584,"1.75",20
"S7wjSpbx7n4","Yandel - Encantadora (Letra)","Keller Lyrics",3,"2026-01-09","2026-01-15",68066,95,0,"4.02",10
"6jpEKYQJsYA","APOCALIPSIS HYTALE | Leprechaun Vegetta! #2","Willyrex Minecraft",3,"2026-01-13","2026-01-15",611569,82353,1372,"46.22",20
"0EjANervCi0","¡NO SON TEASERS, SON PISTAS! ¡4º TEASER DE AVENGERS DOOMSDAY!","De todo un Paco",3,"2026-01-13","2026-01-15",70628,4372,210,"4.85",24
"BbvRwCRuJSM","Bonita Bonita","4AMTapes - Topic",3,"2026-01-13","2026-01-15",157625,4744,35,"4.58",10
"XSYZv0Mq9Rg","Sobreviví a ESCAPA DEL TSUNAMI por BRAINROTS en ROBLOX 🔥","Betillo",3,"2026-01-14","2026-01-15",300507,9752,871,"21.23",20
"Qklrv06Rooo","TODAS LAS PISTAS DE AVENGERS DOOMSDAY APUNTAN A ESTO","Cámara en Mano",3,"2026-01-13","2026-01-15",46565,4387,147,"10.32",1
"eOEVZqDjNJs","Aventura - Todavía Me Amas: Lo Mejor De Aventura (Álbum Completo) - Mejores Canciones De Aventura","Salsa y Bachata Éxitos",3,"2026-01-10","2026-01-15",70318,447,3,"78.43",10
"B7w4mj9r3Xw","24 HORAS siendo BEBÉS TRILLIZAS en Brookhaven Roblox con Kira y Mandarina","Lyna",3,"2026-01-13","2026-01-15",619189,9104,644,"17.82",20
"9WrCwE9uJRo","FANTÁSTICO trailer final confirma caída 616 en Avengers Doomsday, equipos y trailer CONTEO final","Pelicomic",3,"2026-01-13","2026-01-15",332082,16693,806,"15.67",24
"SVX2SgFjJuw","Mas Que Un Sueño","Malandro - Topic",3,"2026-01-14","2026-01-15",5353,193,8,"3.62",10
"dRkdCAc2LjI","SEÑOR CHAMBEADOR VOLVIO A AMONG US PARA CARREAR A TODOS!👷🏼","ElAbrahaham",3,"2026-01-14","2026-01-15",568169,22285,2776,"42.5",20
"smvJ5z_kE3A","VENGADORES: DOOMSDAY Tráiler Teaser 4 Oficial Español (2026) Fantastic 4, Wakandans","Trailers In Spanish",3,"2026-01-13","2026-01-15",403926,1240,69,"1.38",1
"cjFsbJDxx-A","Wisin, Ozuna - Escápate Conmigo (Letra)","HOT CHILI",3,"2026-01-13","2026-01-15",55932,71,0,"3.8",22
"TZf6zHNy-GU","Apocalipsis Hytale Mi primera Casa #3","VEGETTA777",3,"2026-01-14","2026-01-15",307141,41035,1274,"45.62",20
"Sds5ufF35vo","EUPHORIA Temporada 3 Tráiler Español Latino (2026)","ONE Media Español",3,"2026-01-14","2026-01-15",60835,1129,127,"2.48",1
"gU1dJE3NABU","Tainy, Anuel AA, Ozuna - Adicto (Letra)","Urban Heartbeat",3,"2026-01-13","2026-01-15",255183,431,6,"4.47",22
"Eb26cacpCHM","EL ZAPDOS LEGENDARIO (Minecraft Pokemon, Episodio 8)","Rubius Z",3,"2026-01-14","2026-01-15",845967,78982,5019,"48.1",20
"-1UJJPAWudQ","Euphoria Season 3 | Trailer | HBO Max","HBO Max",3,"2026-01-14","2026-01-15",1457997,51454,3875,"2.42",24
"6IuX_vTJuR0","Katteyes, Doble P, Big One - Favorita del Ghetto | CROSSOVER #12","Big One",3,"2026-01-14","2026-01-15",170609,13026,1153,"2.58",10
"YLnIDWlPeMc","GOZALO - ARIIS (Lyrics)","Pizza Music",4,"2026-01-07","2026-01-15",444310,4361,154,"1.9",10
"QaExx1c-Ok8","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Fridonic",4,"2026-01-14","2026-01-15",943548,4889,20,"0.93",20
"eOEVZqDjNJs","Aventura - Todavía Me Amas: Lo Mejor De Aventura (Álbum Completo) - Mejores Canciones De Aventura","Salsa y Bachata Éxitos",4,"2026-01-10","2026-01-15",70318,447,3,"78.43",10
"9to4xLOE6bM","NUNCA JUEGUES ESTE JUEGO DE GATITOS EN ROBLOX | JONDRES GC","Jondres Gc",4,"2026-01-13","2026-01-15",286229,13571,1116,"26",24
"NavXCZZK9wE","DJ Snake ft. Justin Bieber - Let Me Love You [video lyrics + letra]","Stream Lyrics",4,"2026-01-10","2026-01-15",146602,576,8,"3.98",10
"k4Oew9Wob0c","Long Slide Game With Cow Elephant Gorilla Hippopotamus Tiger 3d Animal Game Funny 3d Animals","Flygame Animals",4,"2026-01-14","2026-01-15",856228,11593,179,"10.8",1
"0_8yqSKa6Mk","Marc Anthony - Ahora Quién (Letra/Lyrics)","TED Retro",4,"2026-01-07","2026-01-15",24021,34,0,"5.3",10
"Clj_ex5fl7E","MI AMIGO SOLO TIENE 24 HORAS DE VIDA.. (Brookhaven)","SoyWelix Brookhaven",4,"2026-01-14","2026-01-15",154067,2068,80,"13.5",22
"mXGT-DcHiy0","🎵 Willie Colon - Idilio (Letra/Lyrics)","Audio Music",4,"2026-01-07","2026-01-15",50761,81,1,"5.15",10
"lCrb-Q3Cm_A","Me Hice pasar por Un BEBÉ HÁMSTER OP en Minecraft!","Awita",4,"2026-01-13","2026-01-15",460435,7898,738,"32.33",20
"HJgdT15UT4k","LNGSHOT - [Moonwalkin'] Official Music Video","MORE VISION",4,"2026-01-13","2026-01-15",1410070,126602,9854,"3.58",24
"JoXrbDWMAqM","Encontré LA SALIDA del ZOO y LIBERÉ al MONO !!","DeGoBooM",4,"2026-01-14","2026-01-15",89893,1249,89,"25.03",20
"f3Dzh0ApfT4","FUI ADOPTADO POR UNA FAMILIA POBRE en BROOKHAVEN","SoyWelix",4,"2026-01-14","2026-01-15",109639,1392,64,"13.22",22
"TDJwGZi-xnY","""LA PLENA"" W Sound 05 - Beéle, Westcol, Ovy On The Drums, W Sound (Lyrics)","Chivateando x world",4,"2026-01-11","2026-01-15",413629,373,7,"2.52",22
"cXap8TmSxuA","YA SALIÓ HYTALE!!! - Mi Primera Vez","Bobicraft",4,"2026-01-13","2026-01-15",721632,39251,3514,"23.85",20
"BbvRwCRuJSM","Bonita Bonita","4AMTapes - Topic",4,"2026-01-13","2026-01-15",157625,4744,35,"4.58",10
"YfyjGoSjQk0","FREEFIRE X JUJUTSU KAISEN 😱 LA MEJOR COLABORACIÓN DE FREEFIRE","JACO_DK",4,"2026-01-14","2026-01-15",115948,4977,223,"20.55",20
"429cZKVtZ0U","Kapo - Ohnana (Letra/Lyrics)","Kintsugi Sonar",4,"2026-01-06","2026-01-15",22900,24,1,"2.62",10
"B7w4mj9r3Xw","24 HORAS siendo BEBÉS TRILLIZAS en Brookhaven Roblox con Kira y Mandarina","Lyna",4,"2026-01-13","2026-01-15",619189,9104,644,"17.82",20
"-Pk8hnv5xp8","Beéle - top diesel (Letra)","Ritmo Fest",4,"2026-01-09","2026-01-15",32066,37,0,"3.18",10
"lO61jSWE91U","¡SOBREVIVE al SUPER TSUNAMI DEMONIO de Brainrots en Roblox!","Neto y Flex",4,"2026-01-13","2026-01-15",721024,5973,592,"28.43",20
"XbVJeM41nac","Al Final del Día","Xolo Music - Topic",4,"2026-01-14","2026-01-15",143729,2576,0,"3.75",10
"fIcL4W4MlZU","ESCAPA DEL CARNAVAL DEL TERROR COMPLETO (ROBLOX)","Chuy Mine",4,"2026-01-13","2026-01-15",505569,3247,267,"22.12",20
"3kDMsvHIvqM","😱FECHA CONFIRMADA😱 ¿Cuando sale el TRÁILER OFICIAL COMPLETO de AVENGERS: DOOMSDAY?","Strip Marvel I Marvel, DC & Superhéroes",4,"2026-01-14","2026-01-15",23819,1691,63,"8.6",1
"Edr4WKgOw0M","Aventura - Inmortal (Letra)","King Son",4,"2026-01-10","2026-01-15",107229,80,0,"4.28",22
"6jpEKYQJsYA","APOCALIPSIS HYTALE | Leprechaun Vegetta! #2","Willyrex Minecraft",4,"2026-01-13","2026-01-15",611569,82353,1372,"46.22",20
"WsYsNoNjbaw","Character Trailer - ""Columbina: To Where She Flies"" | Genshin Impact #GenshinImpact #Columbina","Genshin Impact",4,"2026-01-13","2026-01-15",1074636,144220,7326,"3.8",20
"n_3OpkabsMk","Kali Uchis - Muévelo (Letra) dile: la musica esta fuerte no te puedo escuchar","LowDrow",4,"2026-01-13","2026-01-15",80198,604,8,"2.13",10
"XSYZv0Mq9Rg","Sobreviví a ESCAPA DEL TSUNAMI por BRAINROTS en ROBLOX 🔥","Betillo",4,"2026-01-14","2026-01-15",300507,9752,871,"21.23",20
"rF09C9zXnfs","ONE PIECE: Temporada 2 | Avance oficial | Netflix","Netflix Latinoamérica",4,"2026-01-12","2026-01-15",291688,13713,934,"1.83",24
"v2XYMRjQ-Ws","Becky G, Karol G - MAMIII (Letra)","Sonalux",4,"2026-01-09","2026-01-15",132246,307,2,"3.78",10
"WM5vKrTV18A","ESPÍE a MrStiven DESPUES de VENDER SU CUENTA DE FREE FIRE !! - TheDonato","TheDonato",4,"2026-01-14","2026-01-15",558149,19235,351,"24.92",20
"Qklrv06Rooo","TODAS LAS PISTAS DE AVENGERS DOOMSDAY APUNTAN A ESTO","Cámara en Mano",4,"2026-01-13","2026-01-15",46565,4387,147,"10.32",1
"MYvx_BiRmnY","Kali Uchis - Muévelo (Letra) actualiza ma actualiza","Cupid Recordings",4,"2026-01-12","2026-01-15",67956,691,6,"2.13",22
"H8F_2dLdYv4","Escapa del TSUNAMI para Conseguir BRAINROTS en Roblox!","Dagar Roblox",4,"2026-01-14","2026-01-15",246114,3200,347,"20.23",20
"0EjANervCi0","¡NO SON TEASERS, SON PISTAS! ¡4º TEASER DE AVENGERS DOOMSDAY!","De todo un Paco",4,"2026-01-13","2026-01-15",70628,4372,210,"4.85",24
"dwy_oEs8EM0","Gilberto Santa Rosa - Conciencia (Letra)","Stay Retro",4,"2026-01-11","2026-01-15",30667,50,2,"5.55",10
"lSX_39WipbE","Mis Amigos Dividieron la ISLA por la MITAD en Minecraft!","Dagar",4,"2026-01-13","2026-01-15",914916,11422,603,"25",20
"9WrCwE9uJRo","FANTÁSTICO trailer final confirma caída 616 en Avengers Doomsday, equipos y trailer CONTEO final","Pelicomic",4,"2026-01-13","2026-01-15",332082,16693,806,"15.67",24
"nPYNpra2xcM","Feid, ATL Jacob - LUNA (LETRA)","FlowVerso",4,"2026-01-12","2026-01-15",354050,363,2,"3.25",10
"TZf6zHNy-GU","Apocalipsis Hytale Mi primera Casa #3","VEGETTA777",4,"2026-01-14","2026-01-15",307141,41035,1274,"45.62",20
"smvJ5z_kE3A","VENGADORES: DOOMSDAY Tráiler Teaser 4 Oficial Español (2026) Fantastic 4, Wakandans","Trailers In Spanish",4,"2026-01-13","2026-01-15",403926,1240,69,"1.38",1
"cjFsbJDxx-A","Wisin, Ozuna - Escápate Conmigo (Letra)","HOT CHILI",4,"2026-01-13","2026-01-15",55932,71,0,"3.8",22
"dRkdCAc2LjI","SEÑOR CHAMBEADOR VOLVIO A AMONG US PARA CARREAR A TODOS!👷🏼","ElAbrahaham",4,"2026-01-14","2026-01-15",568169,22285,2776,"42.5",20
"Sds5ufF35vo","EUPHORIA Temporada 3 Tráiler Español Latino (2026)","ONE Media Español",4,"2026-01-14","2026-01-15",60835,1129,127,"2.48",1
"Vu4jcFWMIAM","Shakira - Antología (Letra/Lyrics)","Café y Vinilos",4,"2026-01-13","2026-01-15",193724,253,11,"4.25",10
"Eb26cacpCHM","EL ZAPDOS LEGENDARIO (Minecraft Pokemon, Episodio 8)","Rubius Z",4,"2026-01-14","2026-01-15",845967,78982,5019,"48.1",20
"RaivNOscDXE","Euphoria - 3 Temporada | Tráiler en español Oficial | HBO Max","HBO Max Latinoamérica",4,"2026-01-14","2026-01-15",116787,5118,298,"2.27",22
"gU1dJE3NABU","Tainy, Anuel AA, Ozuna - Adicto (Letra)","Urban Heartbeat",4,"2026-01-13","2026-01-15",255183,431,6,"4.47",22
"bUTyPRjKxwM","EU DESAFIEI MINHA ➡️NAMORADA⬅️ NO ROBLOX E ELA QUIS ME TROLLAR MAS...","DUDU Betero",5,"2026-01-14","2026-01-15",77140,2256,829,"23.07",20
"DLIZDuC5Xyk","ZÉ VAQUEIRO - CHEIRO DE CULPADO - MUSICA NOVA Ze vaqueiro - cheiro de culpado","Dodô Diplomata",5,"2026-01-12","2026-01-15",26450,225,8,"2.58",10
"BiSP-jXEkAk","GTA V Online: MOTO DRAG vs CARRO ARRANCADA - jogada em dupla!","LipaoGamer",5,"2026-01-14","2026-01-15",74251,2806,66,"18.7",20
"a3tb7WuSz6A","Medley 2026","MC IG - Topic",5,"2026-01-13","2026-01-15",90475,2272,23,"7.17",10
"ix4X2PMYeMk","ENTREI NA CONTA DO MEU IRMÃO ESCONDIDO… E QUASE VENDI O PET MAIS RARO DELE 😱📱","Canal Clash War",5,"2026-01-13","2026-01-15",541149,15728,4058,"18.2",20
"0hL_ig3nIaE","DALLY - SHEVCHENKO E ELLOCO / BIEL XCAMOSO / MANEIRINHO DO RECIFE / BALAKINHA (CLIPE OFICIAL 2026)","Shevchenko e Elloco",5,"2026-01-12","2026-01-15",119005,3918,97,"2.43",10
"S5anmqnf18g","ENTREI NO TOP GLOBAL DO TSUNAMI BRAINROT","Lucas Clash ON",5,"2026-01-13","2026-01-15",602366,9616,1502,"16.57",20
"rIdeoLWLnUo","Midian Lima e Delino Marçal - Jó (Ao Vivo) (Clipe Oficial MK Music)","MK MUSIC",5,"2026-01-14","2026-01-15",13813,1025,64,"6.23",10
"QaExx1c-Ok8","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Fridonic",5,"2026-01-14","2026-01-15",943548,4889,20,"0.93",20
"GL478403aXU","Marvel Rivals - Official Spider-Man Marvel Cosmic Invasion Costume Trailer","IGN",5,"2026-01-14","2026-01-15",92247,2409,145,"0.48",20
"3C6DHfveeKY","VAI TOMANDO POCK POCK - MC's Lele JP, Leozinho ZS, Meno K, Menor ZL, GH Original (DJ Gordinho da VF)","01 DO FUNK ",5,"2026-01-12","2026-01-15",42285,290,7,"5.62",10
"c2mAUJhSiu8","Cadres ADOTOU o VENOM no Minecraft!","Cadres",5,"2026-01-14","2026-01-15",215434,1968,41,"21.25",20
"WsYsNoNjbaw","Character Trailer - ""Columbina: To Where She Flies"" | Genshin Impact #GenshinImpact #Columbina","Genshin Impact",5,"2026-01-13","2026-01-15",1074636,144220,7326,"3.8",20
"RT1SfRxHI5U","MONTAGEM MIAU","gedam nesh - Topic",5,"2026-01-11","2026-01-15",558781,6094,0,"1.72",10
"KJy0TJG0TYk","EU JOGUEI SCARY SHAWARMA KIOSK COM ESTRANHOS (Roblox Scary Shawarma Kiosk)","Tex HS",5,"2026-01-14","2026-01-15",120092,4256,619,"30.17",20
"ST2GlrUqnqA","ONE PIECE: A Série – Temporada 2 | Teaser oficial | Netflix","Netflix Brasil",5,"2026-01-12","2026-01-15",318784,26774,2009,"1.83",24
"p0PNYWd0uo0","Amo Noite E Dia (Acústico)","Jorge & Mateus - Topic",5,"2026-01-13","2026-01-15",39277,530,8,"3.15",10
"oh6JkPnk-tg","VIREI O TOP 1 MUNDIAL DO ESCAPE TSUNAMI FOR BRAINROTS!","GonGon",5,"2026-01-14","2026-01-15",156215,3123,730,"40.82",20
"Rrw5oqy4x7I","NOVO TRAILER de ONE PIECE! ANÁLISE COMPLETA","Gweek 2",5,"2026-01-13","2026-01-15",34393,3998,151,"16.12",22
"hLAyRT8T4dg","Danilo e Davi - Apaga Apaga Apaga (Letra/Lyrics)","Brazilian Chaos",5,"2026-01-10","2026-01-15",19617,32,0,"3",10
"1yzRsWGIvWg","MEU AMIGO SÓ TEM 24 HORAS DE VIDA.. (Brookhaven)","WELIX",5,"2026-01-14","2026-01-15",112160,2610,287,"14.63",22
"rn_CqgpkkBo","AVENGERS: DOOMSDAY (2026) | Dr Strange Trailer | Marvel Comics | Concept","TeaserCon",5,"2026-01-14","2026-01-15",95885,1487,39,"1.2",1
"RzMEruHSdak","Larissa Pires | Resposta de Oração [Clipe Oficial]","Todah Music",5,"2026-01-13","2026-01-15",115884,8197,398,"6.17",10
"ahnEhYH7Q4E","MELHORES MOMENTOS: BRASIL 15 X 5 ITÁLIA | COPA DO MUNDO KINGS LEAGUE 2026 | QUARTAS DE FINAL","CazéTV",5,"2026-01-13","2026-01-15",545782,20855,281,"9.57",17
"AtQtPN07U5w","MONARCH: Legado De Monstros Temporada 2 Trailer Dublado (2026)","Boxoffice Trailers em Português",5,"2026-01-13","2026-01-15",55335,2815,214,"1.72",1
"VtV2wECyNt4","Air Supply - Making Love Out of Nothing at All (Lyrics)","7clouds USA",5,"2026-01-08","2026-01-15",153676,428,13,"5.7",22
"wlcz9Smy6h0","MOBS DROPAM ITENS LENDÁRIOS no Minecraft ","Creative Squad",5,"2026-01-14","2026-01-15",169197,7729,386,"25.17",20
"RnNyDWZ2z0k","VINGADORES DOOMSDAY TEASER OFICIAL PANTERA NEGRA E QUARTETO FANTÁSTICO!","Nerd Land",5,"2026-01-13","2026-01-15",33964,3205,122,"12.05",24
"W7-MmHihCXo","Luísa Sonza, Toquinho - Consolação","Luísa Sonza",5,"2026-01-14","2026-01-15",80565,5587,438,"2.8",10
"yCo01Qwbijo","Encontre as Crianças Perdidas na Caverna do Roblox!","Julia MineGirl",5,"2026-01-14","2026-01-15",219698,8814,871,"17.12",20
"UlOrKZlh5zo","VINGADORES DOOMSDAY: TRAILER 4 OFICIAL EXPLICADO!","Miguel Lokia",5,"2026-01-13","2026-01-15",34248,2861,85,"13.2",24
"lECJ59131DY","PIRANHA DE 18 - Traplaudo e MC Lele JP (Clipe Oficial) DJ Davi Dog Dog","TrapLaudo",5,"2026-01-13","2026-01-15",26165,1487,30,"2.9",22
"AhaneWqefvQ","IRRITEI O BATALHÃO da POLlClA no GTA RP 😱 (Paulinho o LOKO)","PAULINHO O LOKO",5,"2026-01-14","2026-01-15",662616,89509,1252,"24.53",20
"8zK12HEqSrg","CAIU NA REAL: MARVEL DESISTE DE ESTRATÉGIA SUICIDA E TERMINA A ERA DOS TEASERS VAZADOS COM CONTAGEM","Quatro Coisas",5,"2026-01-14","2026-01-15",10678,1382,110,"8.27",24
"3RV9D73WyCw","SEM NADA (Ultra Slowed)","Release - Topic",5,"2026-01-12","2026-01-15",178276,2327,17,"1.73",10
"naGMXVr4q8Y","BASE SEGURA DE DIAMANTE CONTRA THE BLOOP","Athos",5,"2026-01-14","2026-01-15",347316,3453,89,"22.03",20
"zKvDEzTGqCo","My Singing Monsters - What’s the Werd? (Official “Mysterious Werdo” Trailer)","My Singing Monsters",5,"2026-01-14","2026-01-15",152147,8655,4584,"1.75",20
"b38vPWHCprQ","Ivete Sangalo | Vampirinha (Vídeo Oficial)","Ivete Sangalo",5,"2026-01-13","2026-01-15",158880,10791,1001,"3.18",10
"REKfnSCS97o","Construi uma CASA DENTRO da minha AMIGA no minecraft","Kass & KR",5,"2026-01-14","2026-01-15",193286,6270,83,"20.48",20
"F2jrvV-iWXQ","Pânico 7 | Teaser Trailer Especial | Legado","ingresso.com",5,"2026-01-14","2026-01-15",11757,1173,69,"0.58",1
"ZxotYBD7G-0","EU SOU PROSTITUTO, BOLHA DO CATUCADÃO (ClipeOficial) Kaue MC,OliverMC,DannOriginal,THSeven7,Silvinha","Funk 24por48",5,"2026-01-12","2026-01-15",51914,1823,38,"2.8",10
"Ud0tPqb7Klk","Evolui na Civilização da Igreja até Virar PAPA!","ProbIems",5,"2026-01-14","2026-01-15",382341,9820,757,"23.45",20
"iDfkwsB_Cfo","BOMBA! TEASER TRAILER DE VINGADORES DOOMSDAY - Wakanda e Quarteto Fantástico [análise completa]","Ei Nerd",5,"2026-01-13","2026-01-15",362373,34223,622,"10.5",24
"Upc3QSB-AgE","SEMI NUA - MC Negão Original, MC GP, MC Ryan SP, MC Meno K, Aaron, MC RN do Capão, Du'L, MC Rick","Resumo Fluxos by Resumo Produtora",5,"2026-01-13","2026-01-15",23089,292,1,"9.18",10
"NjaVgk-KyMc","O NOVO MINECRAFT! - HYTALE - Parte 1","alanzoka",5,"2026-01-14","2026-01-15",483544,48764,1572,"146.6",20
"GMtQhGC38yI","Vingadores: Doutor Destino | Teaser Oficial 3 Dublado","Marvel Brasil",5,"2026-01-13","2026-01-15",437997,40035,1691,"1.07",24
"uYLlTXFk2UQ","Louvores Para Que Deus Guie Sua Vida,Louvores De Adoração 2026, Hinos Evangélicos 2025 , Top Gospel","Nova Hinos Evangélicos",5,"2026-01-14","2026-01-15",20837,222,14,"126.95",10
"HgZLVp-OqqQ","7 ANOS DEPOIS, EU FINALMENTE JOGUEI HYTALE!","Jazzghost",5,"2026-01-14","2026-01-15",1038145,103904,9694,"21.57",20
"tNnCxJoyBjk","Euphoria - Temporada 3 | Trailer Oficial | HBO Max","HBO Max Brasil",5,"2026-01-14","2026-01-15",70618,5390,435,"2.27",1
"QBD_MLOp5_0","Dance se souber Tik Tok (2026) ❤️","Dj Danny Albuquerque",5,"2026-01-14","2026-01-15",117987,869,35,"8.13",10
"cXap8TmSxuA","YA SALIÓ HYTALE!!! - Mi Primera Vez","Bobicraft",6,"2026-01-13","2026-01-15",721632,39251,3514,"23.85",20
"TDJwGZi-xnY","""LA PLENA"" W Sound 05 - Beéle, Westcol, Ovy On The Drums, W Sound (Lyrics)","Chivateando x world",6,"2026-01-11","2026-01-15",413629,373,7,"2.52",22
"k4Oew9Wob0c","Long Slide Game With Cow Elephant Gorilla Hippopotamus Tiger 3d Animal Game Funny 3d Animals","Flygame Animals",6,"2026-01-14","2026-01-15",856228,11593,179,"10.8",1
"cjFsbJDxx-A","Wisin, Ozuna - Escápate Conmigo (Letra)","HOT CHILI",6,"2026-01-13","2026-01-15",55932,71,0,"3.8",22
"BwIwDoQ2EW8","¡NUEVA ACTUALIZACION FREE FIRE x JUJUTSU KAISEN! 😱 ¿NUEVO PEAK? 🔥","NEK7",6,"2026-01-14","2026-01-15",70021,1890,80,"30.7",20
"TjMf9hDOagk","Grupo Niche - Nuestro Sueño (Letra)","Stay Retro",6,"2026-01-06","2026-01-15",102735,152,1,"6",10
"YfyjGoSjQk0","FREEFIRE X JUJUTSU KAISEN 😱 LA MEJOR COLABORACIÓN DE FREEFIRE","JACO_DK",6,"2026-01-14","2026-01-15",115948,4977,223,"20.55",20
"sOj6nVVlgCA","Prince Royce - El Amor Que Perdimos (Letra)","SabroSón",6,"2026-01-08","2026-01-15",160036,211,3,"4.1",10
"6jpEKYQJsYA","APOCALIPSIS HYTALE | Leprechaun Vegetta! #2","Willyrex Minecraft",6,"2026-01-13","2026-01-15",611569,82353,1372,"46.22",20
"mvCsymszbeA","Mejor me Voy - Karly B (Video Oficial)","Karly B 🎵",6,"2026-01-12","2026-01-15",467585,13101,3473,"3.28",10
"yWQioAdimcI","Long Slide Game With Elephant Gorilla Buffalo Hippopotamus Tiger - 3d Animal Game - Funny 3d Animals","Lollipop",6,"2026-01-14","2026-01-15",654769,63879,1302,"10.88",24
"8aUkaChF25A","No sé","New jerson - Topic",6,"2026-01-12","2026-01-15",7822,239,0,"2.28",10
"sfE_AJyYgng","MI PRIMERA VEZ en HYTALE...","AQUISI",6,"2026-01-14","2026-01-15",164493,14958,745,"57.47",20
"frtp1MZF_G0","Romeo Santos - Necio (Letra/Lyrics)","Crixara",6,"2026-01-11","2026-01-15",858833,1029,4,"4.42",10
"lCrb-Q3Cm_A","Me Hice pasar por Un BEBÉ HÁMSTER OP en Minecraft!","Awita",6,"2026-01-13","2026-01-15",460435,7898,738,"32.33",20
"hSZTWqxJdS4","Shakira - Loba (Letra/Lyrics)","Rock Treasure",6,"2026-01-07","2026-01-15",134517,263,7,"3.27",10
"QaExx1c-Ok8","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Fridonic",6,"2026-01-14","2026-01-15",943548,4889,20,"0.93",20
"ZI8zX8pytUQ","Milo J - Niño (Letra)","MexSun",6,"2026-01-09","2026-01-15",107777,609,13,"3.52",22
"fIcL4W4MlZU","ESCAPA DEL CARNAVAL DEL TERROR COMPLETO (ROBLOX)","Chuy Mine",6,"2026-01-13","2026-01-15",505569,3247,267,"22.12",20
"wjNgoUMj5PE","Abrazado a Ti","Kevin Kaarl - Topic",6,"2025-12-18","2026-01-15",341115,5327,46,"3.6",10
"WM5vKrTV18A","ESPÍE a MrStiven DESPUES de VENDER SU CUENTA DE FREE FIRE !! - TheDonato","TheDonato",6,"2026-01-14","2026-01-15",558149,19235,351,"24.92",20
"NavXCZZK9wE","DJ Snake ft. Justin Bieber - Let Me Love You [video lyrics + letra]","Stream Lyrics",6,"2026-01-10","2026-01-15",146602,576,8,"3.98",10
"Clj_ex5fl7E","MI AMIGO SOLO TIENE 24 HORAS DE VIDA.. (Brookhaven)","SoyWelix Brookhaven",6,"2026-01-14","2026-01-15",154067,2068,80,"13.5",22
"YLnIDWlPeMc","GOZALO - ARIIS (Lyrics)","Pizza Music",6,"2026-01-07","2026-01-15",444310,4361,154,"1.9",10
