"video_id","titulo","canal","pais_id","fecha_publicacion","fecha_snapshot","vistas","likes","comentarios","duracion_min","categoria_id"
"mAoaXW5-Na8","VOCE NA MIRA JUMPSTYLE (Ultra Slowed)","Sxilwix - Topic",5,"2025-12-21","2026-01-13",2037459,41295,1045,"3.05",10
"Dh_sLZQnVKc","fomos ADOTADOS pela FAMILIA de MINERIOS no minecraft","Kass & KR",5,"2026-01-12","2026-01-13",165218,4648,112,"19.43",20
"qV08arDgDmg","Victor Manuelle - He Tratado (Letra/Lyrics)","ROSES",4,"2026-01-09","2026-01-15",125577,183,1,"5.03",10
"uOO6ePuK8B0","PÉ NA PORTA 2026 - MC GP - MEDLEY PRIMEIRO DE JANEIRO (ÁUDIO OFICIAL)","Funk de Responsa",5,"2026-01-09","2026-01-13",5873,32,0,"5.22",10
"Gnxwy9orNUs","JOGUEI NO NOVO BIOMA DAS FADAS no 99 NOITES NA FLORESTA com O LARRYZINHO!","PIZÃO",5,"2026-01-12","2026-01-13",59383,1820,225,"18.65",20
"LpACw0uoUZQ","Tudo É Perda - Jadson Moreno - Ministração Ao Vivo","Jadson Moreno",5,"2025-12-16","2026-01-13",50067,778,26,"7.22",10
"hWUxAk-ZrqY","EU TENHO 1.000.000.000 DE DIAMANTES NO MINECRAFT","Athos",5,"2026-01-12","2026-01-13",318728,3441,104,"21.75",20
"mAZlHI2m3Mo","FATOS REAIS - Boladin 211, MC Hariel, MC Negão Original, MC Cebezinho (VIDEO OFICIAL)","VISÃO DE MALANDRO",5,"2026-01-08","2026-01-13",8852,145,1,"6.1",10
"EI4FTTDCeW0","Erramos UMA vez no Roblox… e isso aconteceu","Darknildo",5,"2026-01-12","2026-01-13",67935,2290,234,"19.17",22
"Yi7PN51kD3s","SEMI NUA - MC Negão Original, MC GP, MC Ryan SP, MC Meno K, Aaron, MC RN do Capão, Du'L, MC Rick","FUNK DE DRAK",5,"2026-01-11","2026-01-13",31614,289,3,"9.15",10
"V3Vcyx94SpM","TIVE QUE FUGIR DE CASA no BROOKHAVEN..","WELIX",5,"2026-01-12","2026-01-13",120145,2556,277,"15.8",22
"nlPvhI46_wE","Eyshila e Marine Friesen - Me Derramar + Alfa e Ômega (Ao Vivo) (Clipe Oficial MK Music)","MK MUSIC",5,"2026-01-12","2026-01-13",15072,1202,78,"4.47",10
"TxZBLFn8E9Q","CARRO NO GELO passando NO TUBARÃO - BeamNG Drive Multiplayer","LipaoGamer",5,"2026-01-12","2026-01-13",75353,2649,59,"26.37",20
"dnq7qFmgZX8","Silvan Santos - MUSICAS GOSPEL Os Mais Tocadas || Me Ajuda Deus,..Hinos Evangelicos seleção especial","Elora Studio",5,"2026-01-11","2026-01-13",9099,170,5,"116.28",22
"GPXFACjtXJs","NOOB COM ROBUX INFINITO ZERANDO Fuja do Tsunami para Brainrots NO ROBLOX","JeffBlox",5,"2026-01-12","2026-01-13",44690,1233,109,"25.3",20
"vA1F6FN1rXk","WLO - Rei do Mundo [ One Piece / Rocks D. Xebec ]","WLO",5,"2026-01-11","2026-01-13",59344,7672,206,"5.4",10
"frtp1MZF_G0","Romeo Santos - Necio (Letra/Lyrics)","Crixara",6,"2026-01-11","2026-01-13",284938,506,1,"4.42",10
"rF09C9zXnfs","ONE PIECE: Temporada 2 | Avance oficial | Netflix","Netflix Latinoamérica",6,"2026-01-12","2026-01-13",92276,8701,653,"1.83",24
"Cv6KAoV11WQ","Adios 99 NOCHES en el BOSQUE, Roblox lo ARRUINO...","SoyPato",6,"2026-01-12","2026-01-13",489107,12344,3069,"14.28",20
"loH9rSjron8","Yeison Jiménez - Aventurero (Letra)","Keller Lyrics",6,"2026-01-11","2026-01-13",569031,2966,186,"3.2",10
"-poSVOan2fw","The Prototype | Poppy Playtime Chapter 5 Cinematic Trailer","Mob Entertainment",6,"2026-01-10","2026-01-13",3332008,259457,19232,"1.77",20
"t9nAeocb8Zo","Todo lo que Rompo da AVARITIA en Minecraft","Nacho",6,"2026-01-12","2026-01-13",247042,4656,291,"23.17",20
"TDJwGZi-xnY","""LA PLENA"" W Sound 05 - Beéle, Westcol, Ovy On The Drums, W Sound (Lyrics)","Chivateando x world",6,"2026-01-11","2026-01-13",113322,144,2,"2.52",22
"U31h34fvbiI","15 DETALLES OCULTOS de POPPY PLAYTIME 5 💙 Tráiler 3 (Análisis)","Nintendúo",6,"2026-01-10","2026-01-13",466159,15846,434,"9.97",20
"yhGkqp5nOGw","Minecraft PERO los Bloques dan ARMAS ALEATORIAS","Acenix",6,"2026-01-12","2026-01-13",186987,5659,422,"32.6",20
"51dc7-p_ZgM","Ven Devorame Otra Vez","Lalo Rodríguez - Topic",6,"2026-01-07","2026-01-13",289316,2275,4,"5.13",10
"PBjxFUgzl_o","Tobey Maguire en Avengers Doomsday I Loki protagonista I Trailer Final podría arreglar las cosas...","Somos Geeks",6,"2026-01-11","2026-01-13",125199,4629,299,"17.78",1
"dOyz_UrfSHs","Usé La INVASIÓN ALIENÍGENA Para TROLLEAR a Mis Amigos en Minecraft","DanoMC",6,"2026-01-12","2026-01-13",135267,2652,213,"19.73",20
"mvCsymszbeA","Mejor me Voy - Karly B (Video Oficial)","Karly B 🎵",6,"2026-01-12","2026-01-13",68456,5543,1523,"3.28",10
"ThCDAkRMWPk","1006 ESTA AQUI!!! - Poppy Playtime Capitulo 5 Trailer - Analisis y Reaccion","ÑeBoyGamer",6,"2026-01-10","2026-01-13",145722,9196,1463,"14.85",20
"7QSlwbL_pPw","CLASE ALIEN👽 99 NOCHES CON LOS BROS! #12","ElAbrahaham",6,"2026-01-12","2026-01-13",352023,12021,2563,"66.02",20
"XPVWA-4O1B8","Maluma - Borro Cassette (Letra)","Urban Heartbeat",6,"2026-01-05","2026-01-13",66780,147,3,"3.42",22
"QSJ_SeFH2zY","¡Adivina quien es el padre perdido de ¡Baby Tralalero! | ChuyMine REACCIONA a Zoomy","ChuyMine R",6,"2026-01-12","2026-01-13",136467,2982,122,"18.52",20
"Seu-vwH9Mrc","Romeo Santos - La Diabla (Letra/Lyrics)","SoundKream",6,"2026-01-11","2026-01-13",128938,171,1,"4",10
"aXyKQzH6aew","Este JUEGO te OBLIGA a HACER PIPÍ para GANAR 😳","Palmita Extra",6,"2026-01-12","2026-01-13",179591,1480,22,"10.68",20
"H9j7GvgSgmI","Fuerza Regida - ANSIEDAD (Letra)","Lufenix",6,"2026-01-08","2026-01-13",113721,208,1,"2.53",10
"lRdxW72xvH8","Long Slide Game With Cow Elephant Gorilla Hippopotamus Tiger 3d Animal Game Funny 3d Animals","Flygame Animals",6,"2026-01-12","2026-01-13",348282,12453,198,"13.4",1
"O9hmkMUh4QU","Alejandro Fernández - Me Dedique A Perderte (Letra)","Eternal ILY",6,"2026-01-06","2026-01-13",104121,170,5,"3.9",22
"qVhuEYj99jA","5 NOCHES EN LA VECINDAD DEL CHAVO (CHAVES NIGHTMARES COMPLETO)","Chuy Mine",6,"2026-01-12","2026-01-13",230340,3533,413,"42.35",20
"oTnMYPr2PGM","Farruko  Ft. Ky-Mani Marley - Chillax(Letra)","Sonalux",6,"2026-01-08","2026-01-13",46065,115,4,"3.32",10
"6Mrr7h6VVCA","Chica BULLYING Se Enamora de Sonic en Roblox SNAPCHAT!","Speed Amigos",6,"2026-01-12","2026-01-13",129896,1332,36,"18.88",20
"C159tAx3WvE","Tainy, Anuel AA, Ozuna - Adicto (Letra)","Urban Fest",6,"2026-01-11","2026-01-13",169768,298,1,"4.68",22
"8It_xZ8dFq0","ɆⱠ ₵Ⱨ₳VØ ĐɆⱠ Ø₵ⱧØ","JuegaGerman",6,"2026-01-12","2026-01-13",246692,30631,1821,"29.15",20
"ygyv5ePM9Lk","Beéle - Si Te Pillara (Letra/Lyrics)","Latin Paradise",6,"2026-01-12","2026-01-13",35445,101,4,"3.08",10
"fvb8H4C991g","ROMPÍ TODAS LAS REGLAS de BROOKHAVEN","SoyWelix",6,"2026-01-12","2026-01-13",180452,1897,88,"14.1",22
"w74JzRt7xUI","La Noche Mas Linda","Adalberto Santiago - Topic",6,"2025-12-29","2026-01-13",166318,2145,23,"5.7",10
"YWte9QERLs0","TUVE QUE HUIR DE CASA en BROOKHAVEN..","SoyWelix Brookhaven",6,"2026-01-12","2026-01-13",139193,1677,72,"14.27",22
"l6bGXQMYMpk","Natalia Lafourcade - Hasta la Raíz (Letra/Lyrics)","Unique Sound",6,"2026-01-07","2026-01-13",60754,199,6,"3.7",10
"8Cyw3XKQCbY","Espié a mi Crush en Driving Empire en Roblox...","TurboBlox",6,"2026-01-12","2026-01-13",130169,2677,237,"14.65",20
"sOj6nVVlgCA","Prince Royce - El Amor Que Perdimos (Letra)","SabroSón",6,"2026-01-08","2026-01-13",29814,65,3,"4.1",10
"tZZRlBREAb8","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Joxy",6,"2026-01-12","2026-01-13",471746,6715,31,"0.15",20
"kgZZuStHszI","Don Omar - El Duro (Visualizer) ft. Kendo Kapponi","DonOmarVEVO",6,"2026-01-09","2026-01-13",121656,1255,48,"4.13",10
"NypCUh8l7_w","Encontramos un MULTIPLICADOR de DIAMANTES en Minecraft!","Dagar",6,"2026-01-11","2026-01-13",679676,7953,577,"23.58",20
"lUF8_UNgJ0M","Jesse & Joy - Dueles (Letra)","Aquarius Reggaeton",6,"2026-01-10","2026-01-13",223015,483,3,"4.13",10
"njiMphN8h5g","¡Among Us PERO es MARIO vs BOWSER! 🍄🔥🔪 SILVIOGAMER en AMONG US PERO","Silvio Gamer",6,"2026-01-12","2026-01-13",149978,10255,1236,"19.72",20
"uFiocD4oziI","Ariis - GOZALO (Letra) [Lamine Yamal] || báilalo, gózalo, como lo canto y lo siento yo","Marinosaurio",6,"2026-01-08","2026-01-13",165776,1597,65,"2",10
"UEr9JAkiomQ","Me Converti en SUPER SONIC en ESCAPA del MEGA TSUNAMI de BRAINROTS en Roblox...","SpeedDos",6,"2026-01-12","2026-01-13",36759,446,12,"9.88",20
"U6PoFpJUT6s","Prince Royce - Incondicional (Letra)","King Son",6,"2026-01-08","2026-01-13",19860,58,0,"3.55",22
"3evTODUTlbU","ENCONTRÉ UN LEGENDARIO, PERO... (Minecraft Pokemon, Episodio 7)","Rubius Z",6,"2026-01-11","2026-01-13",1390865,103451,5309,"27.6",20
"T3RCNVAWwPU","""No Fue Un Error"" 🖤🔥 | Bachata Romántica Intensa (Official Video)","Fusión Latina 2025",6,"2026-01-05","2026-01-13",78862,416,6,"5.2",22
"OMlgoXhQmCs","ROBANDO COCHES CONCEPTUALES en GTA 5! 🚘🔥 (Mods)","E-MasterSensei",6,"2026-01-12","2026-01-13",124776,2792,160,"15.73",20
"F3ZUJRzUVKc","Fuerza Regida - TU SANCHO (Letra)","GroovLatn",6,"2026-01-10","2026-01-13",533724,574,5,"3",22
"EwpEtgzUkN0","NADAMOS DEMASIADO LEJOS EN EL OCÉANO...","Gray",6,"2026-01-12","2026-01-13",119042,8154,103,"8.72",24
"-3s_--VCX1c","Maná - Eres Mi Religión (Letra/Lyrics)","Latin Rock Drive",6,"2026-01-08","2026-01-13",67237,105,1,"5.47",10
"5lZwMndLW7Q","POR QUE FREE FIRE SIEMPRE HACE ESTO ?","TheDonato",6,"2026-01-12","2026-01-13",143501,9880,270,"24.87",20
"qankAgrsbR8","Maná, Soda Stereo, Enanitos Verdes, Elefante, Hombres G Éxitos Clásicos del Rock en Español","Rock Español",6,"2025-12-27","2026-01-13",180147,965,37,"143.45",10
"nPYNpra2xcM","Feid, ATL Jacob - LUNA (LETRA)","FlowVerso",1,"2026-01-12","2026-01-14",231496,247,0,"3.25",10
"9WrCwE9uJRo","FANTÁSTICO trailer final confirma caída 616 en Avengers Doomsday, equipos y trailer CONTEO final","Pelicomic",1,"2026-01-13","2026-01-14",181246,11940,628,"15.67",24
"9UoLCDi7q5o","🥪ADMIN🥪ABUSE🥪ME🥪PASO🥪FNAF🥪THE🥪MIMIC🥪COMPLETO🥪","ElAbrahaham",1,"2026-01-14","2026-01-14",2093902,59292,494,"366.97",24
"Vu4jcFWMIAM","Shakira - Antología (Letra/Lyrics)","Café y Vinilos",1,"2026-01-13","2026-01-14",40171,88,8,"4.25",10
"am6v0FCQJt0","AVENGERS: DOOMSDAY ""Wakanda / 4 Fantásticos"" Teaser Tráiler Español Latino (2026)","ONE Media Español",1,"2026-01-13","2026-01-14",182792,8911,633,"5.23",1
"kcQPLzQQkYQ","Apocalipsis Hytale Mi primera Vez #1","VEGETTA777",1,"2026-01-13","2026-01-14",945887,179160,4848,"45.58",20
"5M8ZKOgK1LQ","La Quinta Estación - El Sol No Regresa (Letra)","RIXELUS",1,"2026-01-06","2026-01-14",69001,128,0,"3.82",10
"smvJ5z_kE3A","VENGADORES: DOOMSDAY Tráiler Teaser 4 Oficial Español (2026) Fantastic 4, Wakandans","Trailers In Spanish",1,"2026-01-13","2026-01-14",151067,813,43,"1.38",1
"lSX_39WipbE","Mis Amigos Dividieron la ISLA por la MITAD en Minecraft!","Dagar",1,"2026-01-13","2026-01-14",468411,7833,431,"25",20
"YLnIDWlPeMc","GOZALO - ARIIS (Lyrics)","Pizza Music",1,"2026-01-07","2026-01-14",312977,3327,126,"1.9",10
"0EjANervCi0","¡NO SON TEASERS, SON PISTAS! ¡4º TEASER DE AVENGERS DOOMSDAY!","De todo un Paco",1,"2026-01-13","2026-01-14",31110,2680,122,"4.85",24
"B7w4mj9r3Xw","24 HORAS siendo BEBÉS TRILLIZAS en Brookhaven Roblox con Kira y Mandarina","Lyna",1,"2026-01-13","2026-01-14",294625,5520,472,"17.82",20
"mvCsymszbeA","Mejor me Voy - Karly B (Video Oficial)","Karly B 🎵",1,"2026-01-12","2026-01-14",335581,11024,2925,"3.28",10
"rF09C9zXnfs","ONE PIECE: Temporada 2 | Avance oficial | Netflix","Netflix Latinoamérica",1,"2026-01-12","2026-01-14",177607,11575,815,"1.83",24
"8S0JcaNksmE","This event is BS! #RandomBS","Brawl Stars",1,"2026-01-13","2026-01-14",3396138,102777,5619,"3.82",20
"v2XYMRjQ-Ws","Becky G, Karol G - MAMIII (Letra)","Sonalux",1,"2026-01-09","2026-01-14",46268,185,2,"3.78",10
"Hrb_WVVVr-I","Avengers Doomsday -Análisis Teaser Black Panther y Cuatro Fantásticos! Detalles escondidos!","De Series y Cine",1,"2026-01-13","2026-01-14",17016,1482,51,"8.3",1
"WRxjr50enh0","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Fridonic",1,"2026-01-13","2026-01-14",653653,3998,8,"0.63",20
"SplT5pOdbKk","Romeo Santos & Prince Royce - Dardos (Letra)","Mix Sabrosura",1,"2026-01-09","2026-01-14",84230,306,4,"4.07",22
"WsYsNoNjbaw","Character Trailer - ""Columbina: To Where She Flies"" | Genshin Impact #GenshinImpact #Columbina","Genshin Impact",1,"2026-01-13","2026-01-14",908067,135010,7025,"3.8",20
"lCrb-Q3Cm_A","Me Hice pasar por Un BEBÉ HÁMSTER OP en Minecraft!","Awita",1,"2026-01-13","2026-01-14",148642,4675,556,"32.33",20
"BbvRwCRuJSM","Bonita Bonita","4AMTapes - Topic",1,"2026-01-13","2026-01-14",57380,1914,19,"4.58",10
"Qklrv06Rooo","TODAS LAS PISTAS DE AVENGERS DOOMSDAY APUNTAN A ESTO","Cámara en Mano",1,"2026-01-13","2026-01-14",22167,2878,102,"10.32",1
"fIcL4W4MlZU","ESCAPA DEL CARNAVAL DEL TERROR COMPLETO (ROBLOX)","Chuy Mine",1,"2026-01-13","2026-01-14",195369,1748,188,"22.12",20
"ygyv5ePM9Lk","Beéle - Si Te Pillara (Letra/Lyrics)","Latin Paradise",1,"2026-01-12","2026-01-14",113643,185,5,"3.08",10
"ljFH0aELexY","¿ÚLTIMO? Teaser OFICIAL de AVENGERS DOOMSDAY con BLACK PANTHER, NAMOR y el GUAPO BEN.","Strip Marvel I Marvel, DC & Superhéroes",1,"2026-01-13","2026-01-14",39988,3064,258,"8.57",1
"9cl2bTyNF4k","NUNCA JUEGUES ESTOS JUEGOS DE ROBLOX PROHIBIDOS 😮😈","ChuuyMine",1,"2026-01-13","2026-01-14",162524,3827,418,"26.37",20
"TDJwGZi-xnY","""LA PLENA"" W Sound 05 - Beéle, Westcol, Ovy On The Drums, W Sound (Lyrics)","Chivateando x world",1,"2026-01-11","2026-01-14",250238,234,4,"2.52",22
"2FoVETnFodg","¿Y esa CUENTA ATRÁS? ⏱️ Los 4F en el nuevo TEASER de AVENGERS DOOMSDAY | Reacción y Opinión","La botella de Kandor",1,"2026-01-13","2026-01-14",19327,1896,137,"13.25",1
"cXap8TmSxuA","YA SALIÓ HYTALE!!! - Mi Primera Vez","Bobicraft",1,"2026-01-13","2026-01-14",249650,22703,2484,"23.85",20
"frtp1MZF_G0","Romeo Santos - Necio (Letra/Lyrics)","Crixara",1,"2026-01-11","2026-01-14",578239,747,4,"4.42",10
"I0pNwsH7n_M","💀 EL PROTOTIPO APARECE… REACCIÓN AL TRAILER DE POPPY PLAYTIME 5","ElPapucho",1,"2026-01-12","2026-01-14",36764,2279,188,"6.03",24
"lO61jSWE91U","¡SOBREVIVE al SUPER TSUNAMI DEMONIO de Brainrots en Roblox!","Neto y Flex",1,"2026-01-13","2026-01-14",185916,3032,362,"28.43",20
"L2kLYDxwA5w","Yobana Hancco - Cholito Bandido (Video Oficial 2026)","Yobana Hancco Oficial",1,"2026-01-13","2026-01-14",15802,342,79,"4.52",10
"vy1RjyaZYzM","🌴🥥 EPISODE 1 TRAILER 🥥🌴 Disventure Camp 5: Fans vs Favorites.","Odd Nation Cartoons",1,"2026-01-12","2026-01-14",103345,8448,1206,"1.68",1
"XZ56ddeQ9hk","Nos Encontramos a PIGZILLA En Minecraft","Xiaro Juega",1,"2026-01-13","2026-01-14",206725,5774,363,"24.68",20
"a5txCF8MzgA","Santana - Corazon Espinado (feat. Mana) [Lyric Video]","Album Digs Lyrics",1,"2026-01-12","2026-01-14",82397,300,5,"4.58",10
"vJK7Q1uHDjo","Avengers: Doomsday Teaser Trailer #4 (2026)","Rotten Tomatoes Trailers",1,"2026-01-13","2026-01-14",173407,3872,443,"1.25",1
"6jpEKYQJsYA","APOCALIPSIS HYTALE | Leprechaun Vegetta! #2","Willyrex Minecraft",1,"2026-01-13","2026-01-14",179240,37058,717,"46.22",20
"FzTtdmYSTxM","Mix Oreja de Van Gogh - Son del Duke","Orquesta SON DEL DUKE",1,"2026-01-11","2026-01-14",474074,10818,1466,"6",10
"-poSVOan2fw","The Prototype | Poppy Playtime Chapter 5 Cinematic Trailer","Mob Entertainment",1,"2026-01-10","2026-01-14",3754657,275837,20077,"1.77",20
"c8DydthPhCw","¡SE ADELANTÓ! MEGA ADMIN ABUSE DE TACOS🌮BRAINROT GRATIS🌮GATITO MIAU HOY en Steal a Brainrot!","Linkego",1,"2026-01-14","2026-01-14",320358,6097,181,"353.12",20
"z93dVBjHwXQ","Air Supply - Making Love Out Of Nothing At All (Lyrics)","Rock Chaos",1,"2026-01-12","2026-01-14",131696,504,7,"5.7",10
"yhGkqp5nOGw","Minecraft PERO los Bloques dan ARMAS ALEATORIAS","Acenix",1,"2026-01-12","2026-01-14",683106,11326,579,"32.6",20
"mXGT-DcHiy0","🎵 Willie Colon - Idilio (Letra/Lyrics)","Audio Music",1,"2026-01-07","2026-01-14",27551,55,0,"5.15",10
"yWn2ljNGZ60","el JUEGO de las CACHETADAS en ROBLOX","AQUISI blox",1,"2026-01-13","2026-01-14",74065,6188,165,"25.98",20
"6IuX_vTJuR0","Katteyes, Doble P, Big One - Favorita del Ghetto | CROSSOVER #12","Big One",1,"2026-01-14","2026-01-14",34715,6186,688,"2.58",10
"9to4xLOE6bM","NUNCA JUEGUES ESTE JUEGO DE GATITOS EN ROBLOX | JONDRES GC","Jondres Gc",1,"2026-01-13","2026-01-14",93276,6526,625,"26",24
"FoX9In7X7Bg","Blam Blam","Smoove Dinero - Topic",1,"2026-01-10","2026-01-14",61051,628,5,"2.85",10
"wZvdhAn63aw","DESCUBRÍ el PARKOUR más TRYHARD de MINECRAFT","AQUISI",1,"2026-01-13","2026-01-14",104896,7985,250,"42.13",20
"nPYNpra2xcM","Feid, ATL Jacob - LUNA (LETRA)","FlowVerso",2,"2026-01-12","2026-01-14",231496,247,0,"3.25",10
"smvJ5z_kE3A","VENGADORES: DOOMSDAY Tráiler Teaser 4 Oficial Español (2026) Fantastic 4, Wakandans","Trailers In Spanish",2,"2026-01-13","2026-01-14",151067,813,43,"1.38",1
"kcQPLzQQkYQ","Apocalipsis Hytale Mi primera Vez #1","VEGETTA777",2,"2026-01-13","2026-01-14",945887,179160,4848,"45.58",20
"6IuX_vTJuR0","Katteyes, Doble P, Big One - Favorita del Ghetto | CROSSOVER #12","Big One",2,"2026-01-14","2026-01-14",34715,6186,688,"2.58",10
"9WrCwE9uJRo","FANTÁSTICO trailer final confirma caída 616 en Avengers Doomsday, equipos y trailer CONTEO final","Pelicomic",2,"2026-01-13","2026-01-14",181246,11940,628,"15.67",24
"9UoLCDi7q5o","🥪ADMIN🥪ABUSE🥪ME🥪PASO🥪FNAF🥪THE🥪MIMIC🥪COMPLETO🥪","ElAbrahaham",2,"2026-01-14","2026-01-14",2093902,59292,494,"366.97",24
"BbvRwCRuJSM","Bonita Bonita","4AMTapes - Topic",2,"2026-01-13","2026-01-14",57380,1914,19,"4.58",10
"am6v0FCQJt0","AVENGERS: DOOMSDAY ""Wakanda / 4 Fantásticos"" Teaser Tráiler Español Latino (2026)","ONE Media Español",2,"2026-01-13","2026-01-14",182792,8911,633,"5.23",1
"B7w4mj9r3Xw","24 HORAS siendo BEBÉS TRILLIZAS en Brookhaven Roblox con Kira y Mandarina","Lyna",2,"2026-01-13","2026-01-14",294625,5520,472,"17.82",20
"5M8ZKOgK1LQ","La Quinta Estación - El Sol No Regresa (Letra)","RIXELUS",2,"2026-01-06","2026-01-14",69001,128,0,"3.82",10
"Qklrv06Rooo","TODAS LAS PISTAS DE AVENGERS DOOMSDAY APUNTAN A ESTO","Cámara en Mano",2,"2026-01-13","2026-01-14",22167,2878,102,"10.32",1
"8S0JcaNksmE","This event is BS! #RandomBS","Brawl Stars",2,"2026-01-13","2026-01-14",3396138,102777,5619,"3.82",20
"Vu4jcFWMIAM","Shakira - Antología (Letra/Lyrics)","Café y Vinilos",2,"2026-01-13","2026-01-14",40171,88,8,"4.25",10
"WsYsNoNjbaw","Character Trailer - ""Columbina: To Where She Flies"" | Genshin Impact #GenshinImpact #Columbina","Genshin Impact",2,"2026-01-13","2026-01-14",908067,135010,7025,"3.8",20
"AV82SIGCKo8","🇪🇸 👑 Kings World Cup Nations 2026 👑 Cuartos de Final | México vs Francia | Italia vs Brasil","Kings League Spain",2,"2026-01-13","2026-01-14",184171,1978,5,"225.93",17
"z93dVBjHwXQ","Air Supply - Making Love Out Of Nothing At All (Lyrics)","Rock Chaos",2,"2026-01-12","2026-01-14",131696,504,7,"5.7",10
"0EjANervCi0","¡NO SON TEASERS, SON PISTAS! ¡4º TEASER DE AVENGERS DOOMSDAY!","De todo un Paco",2,"2026-01-13","2026-01-14",31110,2680,122,"4.85",24
"lSX_39WipbE","Mis Amigos Dividieron la ISLA por la MITAD en Minecraft!","Dagar",2,"2026-01-13","2026-01-14",468411,7833,431,"25",20
"frtp1MZF_G0","Romeo Santos - Necio (Letra/Lyrics)","Crixara",2,"2026-01-11","2026-01-14",578239,747,4,"4.42",10
"rF09C9zXnfs","ONE PIECE: Temporada 2 | Avance oficial | Netflix","Netflix Latinoamérica",2,"2026-01-12","2026-01-14",177607,11575,815,"1.83",24
"6jpEKYQJsYA","APOCALIPSIS HYTALE | Leprechaun Vegetta! #2","Willyrex Minecraft",2,"2026-01-13","2026-01-14",179240,37058,717,"46.22",20
"LNfpTBYb6VU","Journey - Don't Stop Believin' (Lyrics)","Invited Kingdom",2,"2026-01-05","2026-01-14",336563,1154,12,"4.15",22
"ljFH0aELexY","¿ÚLTIMO? Teaser OFICIAL de AVENGERS DOOMSDAY con BLACK PANTHER, NAMOR y el GUAPO BEN.","Strip Marvel I Marvel, DC & Superhéroes",2,"2026-01-13","2026-01-14",39988,3064,258,"8.57",1
"WRxjr50enh0","STEAL A BRAINROT GIVEAWAY LIVE | STEAL A BRAINROT FREE SECRETS + FREE BRAINROT GODS","Fridonic",2,"2026-01-13","2026-01-14",653653,3998,8,"0.63",20
"r1QdNJDnC34","SIN MALICIA REMIX - El Punto40, Piromano Flow Gitano, Adán la Amenaza, Forest, El cata, AnonimusKing","El Punto40",2,"2026-01-13","2026-01-14",3508,379,38,"6.05",10
"e8al2A0FsU0","Caitlyn Gameplay Reveal Trailer | 2XKO","2XKO",2,"2026-01-13","2026-01-14",135782,10346,1144,"1.83",20
"z6WsrJCzfys","Primeras Impresiones de Hytale","ElRichMC - Minecraft & Gaming a otro nivel",2,"2026-01-13","2026-01-14",227700,18064,2257,"67.2",20
"oTnMYPr2PGM","Farruko  Ft. Ky-Mani Marley - Chillax(Letra)","Sonalux",2,"2026-01-08","2026-01-14",133795,239,5,"3.32",10
"2FoVETnFodg","¿Y esa CUENTA ATRÁS? ⏱️ Los 4F en el nuevo TEASER de AVENGERS DOOMSDAY | Reacción y Opinión","La botella de Kandor",2,"2026-01-13","2026-01-14",19327,1896,137,"13.25",1
"lCrb-Q3Cm_A","Me Hice pasar por Un BEBÉ HÁMSTER OP en Minecraft!","Awita",2,"2026-01-13","2026-01-14",148642,4675,556,"32.33",20
"TDJwGZi-xnY","""LA PLENA"" W Sound 05 - Beéle, Westcol, Ovy On The Drums, W Sound (Lyrics)","Chivateando x world",2,"2026-01-11","2026-01-14",250238,234,4,"2.52",22
"vy1RjyaZYzM","🌴🥥 EPISODE 1 TRAILER 🥥🌴 Disventure Camp 5: Fans vs Favorites.","Odd Nation Cartoons",2,"2026-01-12","2026-01-14",103345,8448,1206,"1.68",1
"ejeCySw2wAQ","AHORA! 😨🌮  ADMIN ABUSE CON ¡NUEVA MAQUINA!😈🐻 | EN VIVO🔴","Jugando Con Nachito",2,"2026-01-14","2026-01-14",740925,9069,25,"185.23",20
"F3ZUJRzUVKc","Fuerza Regida - TU SANCHO (Letra)","GroovLatn",2,"2026-01-10","2026-01-14",803932,803,5,"3",22
"VXQveAdzC74","Teaser Trailer - Resident Evil Showcase | January 15, 2026","Resident Evil",2,"2026-01-13","2026-01-14",155370,9624,866,"0.27",20
"8It_xZ8dFq0","ɆⱠ ₵Ⱨ₳VØ ĐɆⱠ Ø₵ⱧØ","JuegaGerman",2,"2026-01-12","2026-01-14",1249049,73890,2806,"29.15",20
"a5txCF8MzgA","Santana - Corazon Espinado (feat. Mana) [Lyric Video]","Album Digs Lyrics",2,"2026-01-12","2026-01-14",82397,300,5,"4.58",10
"vJK7Q1uHDjo","Avengers: Doomsday Teaser Trailer #4 (2026)","Rotten Tomatoes Trailers",2,"2026-01-13","2026-01-14",173407,3872,443,"1.25",1
"XvUt49-OHb8","🔴LOCURA DE CUARTOS DE FINAL MUNDIAL KINGS LEAGUE WORLD CUP (SE VIENE CINE) EN DIRECTO ! DjMaRiiO","DjMaRiiO",2,"2026-01-13","2026-01-14",307109,6031,23,"202.92",17
"qV08arDgDmg","Victor Manuelle - He Tratado (Letra/Lyrics)","ROSES",2,"2026-01-09","2026-01-14",68691,124,1,"5.03",10
"-poSVOan2fw","The Prototype | Poppy Playtime Chapter 5 Cinematic Trailer","Mob Entertainment",2,"2026-01-10","2026-01-14",3754657,275837,20077,"1.77",20
"XZ56ddeQ9hk","Nos Encontramos a PIGZILLA En Minecraft","Xiaro Juega",2,"2026-01-13","2026-01-14",206725,5774,363,"24.68",20
